DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20200319,2020-03-19T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 19"
20200320,2020-03-20T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 20"
20200321,2020-03-21T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 21"
20200322,2020-03-22T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 22"
20200323,2020-03-23T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 23"
20200324,2020-03-24T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 24"
20200325,2020-03-25T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 25"
20200326,2020-03-26T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 26"
20200327,2020-03-27T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 27"
20200328,2020-03-28T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 28"
20200329,2020-03-29T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 29"
20200330,2020-03-30T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 30"
20200331,2020-03-31T00:00:00,FY2020,FY2020 Q3,2020 Mar,202003,"2020 Mar, 31"
20200401,2020-04-01T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 01"
20200402,2020-04-02T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 02"
20200403,2020-04-03T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 03"
20200404,2020-04-04T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 04"
20200405,2020-04-05T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 05"
20200406,2020-04-06T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 06"
20200407,2020-04-07T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 07"
20200408,2020-04-08T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 08"
20200409,2020-04-09T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 09"
20200410,2020-04-10T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 10"
20200411,2020-04-11T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 11"
20200412,2020-04-12T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 12"
20200413,2020-04-13T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 13"
20200414,2020-04-14T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 14"
20200415,2020-04-15T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 15"
20200416,2020-04-16T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 16"
20200417,2020-04-17T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 17"
20200418,2020-04-18T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 18"
20200419,2020-04-19T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 19"
20200420,2020-04-20T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 20"
20200421,2020-04-21T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 21"
20200422,2020-04-22T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 22"
20200423,2020-04-23T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 23"
20200424,2020-04-24T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 24"
20200425,2020-04-25T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 25"
20200426,2020-04-26T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 26"
20200427,2020-04-27T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 27"
20200428,2020-04-28T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 28"
20200429,2020-04-29T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 29"
20200430,2020-04-30T00:00:00,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 30"
20200501,2020-05-01T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 01"
20200502,2020-05-02T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 02"
20200503,2020-05-03T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 03"
20200504,2020-05-04T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 04"
20200505,2020-05-05T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 05"
20200506,2020-05-06T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 06"
20200507,2020-05-07T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 07"
20200508,2020-05-08T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 08"
20200509,2020-05-09T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 09"
20200510,2020-05-10T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 10"
20200511,2020-05-11T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 11"
20200512,2020-05-12T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 12"
20200513,2020-05-13T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 13"
20200514,2020-05-14T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 14"
20200515,2020-05-15T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 15"
20200516,2020-05-16T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 16"
20200517,2020-05-17T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 17"
20200518,2020-05-18T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 18"
20200519,2020-05-19T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 19"
20200520,2020-05-20T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 20"
20200521,2020-05-21T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 21"
20200522,2020-05-22T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 22"
20200523,2020-05-23T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 23"
20200524,2020-05-24T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 24"
20200525,2020-05-25T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 25"
20200526,2020-05-26T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 26"
20200527,2020-05-27T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 27"
20200528,2020-05-28T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 28"
20200529,2020-05-29T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 29"
20200530,2020-05-30T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 30"
20200531,2020-05-31T00:00:00,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 31"
20200601,2020-06-01T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 01"
20200602,2020-06-02T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 02"
20200603,2020-06-03T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 03"
20200604,2020-06-04T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 04"
20200605,2020-06-05T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 05"
20200606,2020-06-06T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 06"
20200607,2020-06-07T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 07"
20200608,2020-06-08T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 08"
20200609,2020-06-09T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 09"
20200610,2020-06-10T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 10"
20200611,2020-06-11T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 11"
20200612,2020-06-12T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 12"
20200613,2020-06-13T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 13"
20200614,2020-06-14T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 14"
20200615,2020-06-15T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 15"
20200616,2020-06-16T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 16"
20200617,2020-06-17T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 17"
20200618,2020-06-18T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 18"
20200619,2020-06-19T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 19"
20200620,2020-06-20T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 20"
20200621,2020-06-21T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 21"
20200622,2020-06-22T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 22"
20200623,2020-06-23T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 23"
20200624,2020-06-24T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 24"
20200625,2020-06-25T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 25"
20200626,2020-06-26T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 26"
20200627,2020-06-27T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 27"
20200628,2020-06-28T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 28"
20200629,2020-06-29T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 29"
20200630,2020-06-30T00:00:00,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 30"
20180401,2018-04-01T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 01"
20180402,2018-04-02T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 02"
20180403,2018-04-03T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 03"
20180404,2018-04-04T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 04"
20180405,2018-04-05T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 05"
20180406,2018-04-06T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 06"
20180407,2018-04-07T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 07"
20180408,2018-04-08T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 08"
20180409,2018-04-09T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 09"
20180410,2018-04-10T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 10"
20180411,2018-04-11T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 11"
20180412,2018-04-12T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 12"
20180413,2018-04-13T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 13"
20180414,2018-04-14T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 14"
20180415,2018-04-15T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 15"
20180416,2018-04-16T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 16"
20180417,2018-04-17T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 17"
20180418,2018-04-18T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 18"
20180419,2018-04-19T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 19"
20180420,2018-04-20T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 20"
20180421,2018-04-21T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 21"
20180422,2018-04-22T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 22"
20180423,2018-04-23T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 23"
20180424,2018-04-24T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 24"
20180425,2018-04-25T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 25"
20180426,2018-04-26T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 26"
20180427,2018-04-27T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 27"
20180428,2018-04-28T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 28"
20180429,2018-04-29T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 29"
20180430,2018-04-30T00:00:00,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 30"
20180501,2018-05-01T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 01"
20180502,2018-05-02T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 02"
20180503,2018-05-03T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 03"
20180504,2018-05-04T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 04"
20180505,2018-05-05T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 05"
20180506,2018-05-06T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 06"
20180507,2018-05-07T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 07"
20180508,2018-05-08T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 08"
20180509,2018-05-09T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 09"
20180510,2018-05-10T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 10"
20180511,2018-05-11T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 11"
20180512,2018-05-12T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 12"
20180513,2018-05-13T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 13"
20180514,2018-05-14T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 14"
20180515,2018-05-15T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 15"
20180516,2018-05-16T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 16"
20180517,2018-05-17T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 17"
20180518,2018-05-18T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 18"
20180519,2018-05-19T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 19"
20180520,2018-05-20T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 20"
20180521,2018-05-21T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 21"
20180522,2018-05-22T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 22"
20180523,2018-05-23T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 23"
20180524,2018-05-24T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 24"
20180525,2018-05-25T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 25"
20180526,2018-05-26T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 26"
20180527,2018-05-27T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 27"
20180528,2018-05-28T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 28"
20180529,2018-05-29T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 29"
20180530,2018-05-30T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 30"
20180531,2018-05-31T00:00:00,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 31"
20180601,2018-06-01T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 01"
20180602,2018-06-02T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 02"
20180603,2018-06-03T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 03"
20180604,2018-06-04T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 04"
20180605,2018-06-05T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 05"
20180606,2018-06-06T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 06"
20180607,2018-06-07T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 07"
20180608,2018-06-08T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 08"
20180609,2018-06-09T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 09"
20180610,2018-06-10T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 10"
20180611,2018-06-11T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 11"
20180612,2018-06-12T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 12"
20180613,2018-06-13T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 13"
20180614,2018-06-14T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 14"
20180615,2018-06-15T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 15"
20180616,2018-06-16T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 16"
20180617,2018-06-17T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 17"
20180618,2018-06-18T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 18"
20180619,2018-06-19T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 19"
20180620,2018-06-20T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 20"
20180621,2018-06-21T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 21"
20180622,2018-06-22T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 22"
20180623,2018-06-23T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 23"
20180624,2018-06-24T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 24"
20180625,2018-06-25T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 25"
20180626,2018-06-26T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 26"
20180627,2018-06-27T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 27"
20180628,2018-06-28T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 28"
20180629,2018-06-29T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 29"
20180630,2018-06-30T00:00:00,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 30"
20180101,2018-01-01T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 01"
20180102,2018-01-02T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 02"
20180103,2018-01-03T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 03"
20180104,2018-01-04T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 04"
20180105,2018-01-05T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 05"
20180106,2018-01-06T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 06"
20180107,2018-01-07T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 07"
20180108,2018-01-08T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 08"
20180109,2018-01-09T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 09"
20180110,2018-01-10T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 10"
20180111,2018-01-11T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 11"
20180112,2018-01-12T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 12"
20180113,2018-01-13T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 13"
20180114,2018-01-14T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 14"
20180115,2018-01-15T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 15"
20180116,2018-01-16T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 16"
20180117,2018-01-17T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 17"
20180118,2018-01-18T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 18"
20180119,2018-01-19T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 19"
20180120,2018-01-20T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 20"
20180121,2018-01-21T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 21"
20180122,2018-01-22T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 22"
20180123,2018-01-23T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 23"
20180124,2018-01-24T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 24"
20180125,2018-01-25T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 25"
20180126,2018-01-26T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 26"
20180127,2018-01-27T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 27"
20180128,2018-01-28T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 28"
20180129,2018-01-29T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 29"
20180130,2018-01-30T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 30"
20180131,2018-01-31T00:00:00,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 31"
20180201,2018-02-01T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 01"
20180202,2018-02-02T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 02"
20180203,2018-02-03T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 03"
20180204,2018-02-04T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 04"
20180205,2018-02-05T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 05"
20180206,2018-02-06T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 06"
20180207,2018-02-07T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 07"
20180208,2018-02-08T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 08"
20180209,2018-02-09T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 09"
20180210,2018-02-10T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 10"
20180211,2018-02-11T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 11"
20180212,2018-02-12T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 12"
20180213,2018-02-13T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 13"
20180214,2018-02-14T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 14"
20180215,2018-02-15T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 15"
20180216,2018-02-16T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 16"
20180217,2018-02-17T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 17"
20180218,2018-02-18T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 18"
20180219,2018-02-19T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 19"
20180220,2018-02-20T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 20"
20180221,2018-02-21T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 21"
20180222,2018-02-22T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 22"
20180223,2018-02-23T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 23"
20180224,2018-02-24T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 24"
20180225,2018-02-25T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 25"
20180226,2018-02-26T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 26"
20180227,2018-02-27T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 27"
20180228,2018-02-28T00:00:00,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 28"
20180301,2018-03-01T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 01"
20180302,2018-03-02T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 02"
20180303,2018-03-03T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 03"
20180304,2018-03-04T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 04"
20180305,2018-03-05T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 05"
20180306,2018-03-06T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 06"
20180307,2018-03-07T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 07"
20180308,2018-03-08T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 08"
20180309,2018-03-09T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 09"
20180310,2018-03-10T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 10"
20180311,2018-03-11T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 11"
20180312,2018-03-12T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 12"
20180313,2018-03-13T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 13"
20180314,2018-03-14T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 14"
